[PORT 5000][2025-03-26 04:10:43][INFO] System created with ID: f5ee15d0-489c-47e5-b3cd-a4515a879780
[PORT 5000][2025-03-26 04:12:53][INFO] Volume: cbed47b3-7fca-4202-9469-59eafa935557, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 999, Latency: 3.03ms, Throughput: 329.7 MB/s
[PORT 5000][2025-03-26 12:42:48][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 484, Latency: 3.42ms, Throughput: 141.52 MB/s
[PORT 5000][2025-03-26 12:43:19][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 893, Latency: 6.92ms, Throughput: 129.05 MB/s
[PORT 5000][2025-03-26 12:43:19][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 907, Latency: 5.27ms, Throughput: 172.11 MB/s
[PORT 5000][2025-03-26 12:43:49][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 106, Latency: 8.82ms, Throughput: 12.02 MB/s
[PORT 5000][2025-03-26 12:43:49][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 137, Latency: 9.45ms, Throughput: 14.5 MB/s
[PORT 5000][2025-03-26 12:44:19][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 122, Latency: 8.64ms, Throughput: 14.12 MB/s
[PORT 5000][2025-03-26 12:44:19][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 919, Latency: 6.55ms, Throughput: 140.31 MB/s
[PORT 5000][2025-03-26 12:44:49][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 922, Latency: 3.79ms, Throughput: 243.27 MB/s
[PORT 5000][2025-03-26 12:44:49][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 165, Latency: 7.61ms, Throughput: 21.68 MB/s
[PORT 5000][2025-03-26 12:45:19][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 142, Latency: 8.37ms, Throughput: 16.97 MB/s
[PORT 5000][2025-03-26 12:45:19][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 995, Latency: 4.06ms, Throughput: 245.07 MB/s
[PORT 5000][2025-03-26 12:45:49][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 608, Latency: 3.6ms, Throughput: 168.89 MB/s
[PORT 5000][2025-03-26 12:45:49][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 581, Latency: 9.69ms, Throughput: 59.96 MB/s
[PORT 5000][2025-03-26 12:46:19][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 244, Latency: 9.52ms, Throughput: 25.63 MB/s
[PORT 5000][2025-03-26 12:46:20][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 448, Latency: 9.79ms, Throughput: 45.76 MB/s
[PORT 5000][2025-03-26 12:46:50][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 764, Latency: 2.18ms, Throughput: 350.46 MB/s
[PORT 5000][2025-03-26 12:46:51][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 284, Latency: 8.8ms, Throughput: 32.27 MB/s
[PORT 5000][2025-03-26 12:47:21][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 332, Latency: 2.66ms, Throughput: 124.81 MB/s
[PORT 5000][2025-03-26 12:47:22][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 111, Latency: 5.04ms, Throughput: 22.02 MB/s
[PORT 5000][2025-03-26 12:47:51][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 403, Latency: 7.08ms, Throughput: 56.92 MB/s
[PORT 5000][2025-03-26 12:47:52][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 488, Latency: 3.75ms, Throughput: 130.13 MB/s
[PORT 5000][2025-03-26 12:48:21][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 466, Latency: 5.22ms, Throughput: 89.27 MB/s
[PORT 5000][2025-03-26 12:48:22][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 963, Latency: 8.42ms, Throughput: 114.37 MB/s
[PORT 5000][2025-03-26 12:48:51][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 947, Latency: 4.7ms, Throughput: 201.49 MB/s
[PORT 5000][2025-03-26 12:48:52][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 962, Latency: 3.35ms, Throughput: 287.16 MB/s
[PORT 5000][2025-03-26 12:49:21][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 159, Latency: 6.15ms, Throughput: 25.85 MB/s
[PORT 5000][2025-03-26 12:49:22][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 876, Latency: 2.07ms, Throughput: 423.19 MB/s
[PORT 5000][2025-03-26 12:49:51][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 765, Latency: 8.64ms, Throughput: 88.54 MB/s
[PORT 5000][2025-03-26 12:49:52][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 393, Latency: 7.52ms, Throughput: 52.26 MB/s
[PORT 5000][2025-03-26 12:50:22][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 287, Latency: 1.28ms, Throughput: 224.22 MB/s
[PORT 5000][2025-03-26 12:50:23][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 526, Latency: 7.96ms, Throughput: 66.08 MB/s
[PORT 5000][2025-03-26 12:50:53][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 275, Latency: 4.79ms, Throughput: 57.41 MB/s
[PORT 5000][2025-03-26 12:50:55][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 207, Latency: 2.73ms, Throughput: 75.82 MB/s
[PORT 5000][2025-03-26 12:51:26][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 506, Latency: 8.24ms, Throughput: 61.41 MB/s
[PORT 5000][2025-03-26 12:51:28][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 534, Latency: 3.19ms, Throughput: 167.4 MB/s
[PORT 5000][2025-03-26 12:51:56][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 277, Latency: 8.82ms, Throughput: 31.41 MB/s
[PORT 5000][2025-03-26 12:51:58][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 173, Latency: 3.76ms, Throughput: 46.01 MB/s
[PORT 5000][2025-03-26 12:52:26][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 300, Latency: 4.58ms, Throughput: 65.5 MB/s
[PORT 5000][2025-03-26 12:52:28][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 105, Latency: 2.37ms, Throughput: 44.3 MB/s
[PORT 5000][2025-03-26 12:52:56][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 681, Latency: 4.49ms, Throughput: 151.67 MB/s
[PORT 5000][2025-03-26 12:52:58][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 953, Latency: 7.86ms, Throughput: 121.25 MB/s
[PORT 5000][2025-03-26 12:53:26][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 930, Latency: 2.14ms, Throughput: 434.58 MB/s
[PORT 5000][2025-03-26 12:53:28][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 286, Latency: 8.07ms, Throughput: 35.44 MB/s
[PORT 5000][2025-03-26 12:53:56][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 121, Latency: 5.37ms, Throughput: 22.53 MB/s
[PORT 5000][2025-03-26 12:53:58][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 357, Latency: 3.0ms, Throughput: 119.0 MB/s
[PORT 5000][2025-03-26 12:54:26][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 201, Latency: 4.37ms, Throughput: 46.0 MB/s
[PORT 5000][2025-03-26 12:54:29][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 791, Latency: 3.92ms, Throughput: 201.79 MB/s
[PORT 5000][2025-03-26 12:54:57][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 700, Latency: 4.88ms, Throughput: 143.44 MB/s
[PORT 5000][2025-03-26 12:55:01][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 593, Latency: 2.28ms, Throughput: 260.09 MB/s
[PORT 5000][2025-03-26 12:55:32][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 150, Latency: 6.84ms, Throughput: 21.93 MB/s
[PORT 5000][2025-03-26 12:55:33][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 334, Latency: 4.86ms, Throughput: 68.72 MB/s
[PORT 5000][2025-03-26 12:56:03][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 808, Latency: 3.0ms, Throughput: 269.33 MB/s
[PORT 5000][2025-03-26 12:56:03][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 103, Latency: 9.99ms, Throughput: 10.31 MB/s
[PORT 5000][2025-03-26 12:56:33][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 339, Latency: 7.9ms, Throughput: 42.91 MB/s
[PORT 5000][2025-03-26 12:56:33][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 651, Latency: 2.2ms, Throughput: 295.91 MB/s
[PORT 5000][2025-03-26 12:57:03][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 566, Latency: 8.19ms, Throughput: 69.11 MB/s
[PORT 5000][2025-03-26 12:57:03][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 485, Latency: 4.45ms, Throughput: 108.99 MB/s
[PORT 5000][2025-03-26 12:57:33][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 899, Latency: 9.35ms, Throughput: 96.15 MB/s
[PORT 5000][2025-03-26 12:57:33][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 301, Latency: 4.06ms, Throughput: 74.14 MB/s
[PORT 5000][2025-03-26 12:58:03][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 850, Latency: 8.7ms, Throughput: 97.7 MB/s
[PORT 5000][2025-03-26 12:58:03][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 944, Latency: 8.33ms, Throughput: 113.33 MB/s
[PORT 5000][2025-03-26 12:58:33][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 704, Latency: 6.57ms, Throughput: 107.15 MB/s
[PORT 5000][2025-03-26 12:58:33][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 775, Latency: 2.63ms, Throughput: 294.68 MB/s
[PORT 5000][2025-03-26 12:59:03][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 941, Latency: 5.88ms, Throughput: 160.03 MB/s
[PORT 5000][2025-03-26 12:59:04][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 748, Latency: 3.72ms, Throughput: 201.08 MB/s
[PORT 5000][2025-03-26 12:59:35][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 431, Latency: 4.71ms, Throughput: 91.51 MB/s
[PORT 5000][2025-03-26 12:59:36][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 809, Latency: 4.02ms, Throughput: 201.24 MB/s
[PORT 5000][2025-03-26 13:00:06][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 650, Latency: 5.52ms, Throughput: 117.75 MB/s
[PORT 5000][2025-03-26 13:00:06][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 906, Latency: 6.48ms, Throughput: 139.81 MB/s
[PORT 5000][2025-03-26 13:00:36][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 245, Latency: 6.11ms, Throughput: 40.1 MB/s
[PORT 5000][2025-03-26 13:00:36][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 954, Latency: 9.41ms, Throughput: 101.38 MB/s
[PORT 5000][2025-03-26 13:01:06][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 614, Latency: 5.35ms, Throughput: 114.77 MB/s
[PORT 5000][2025-03-26 13:01:06][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 690, Latency: 4.49ms, Throughput: 153.67 MB/s
[PORT 5000][2025-03-26 13:01:36][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 363, Latency: 7.45ms, Throughput: 48.72 MB/s
[PORT 5000][2025-03-26 13:01:36][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 156, Latency: 1.61ms, Throughput: 96.89 MB/s
[PORT 5000][2025-03-26 13:02:06][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 483, Latency: 9.5ms, Throughput: 50.84 MB/s
[PORT 5000][2025-03-26 13:02:06][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 337, Latency: 2.45ms, Throughput: 137.55 MB/s
[PORT 5000][2025-03-26 13:13:03][INFO] Volume: cbed47b3-7fca-4202-9469-59eafa935557, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 693, Latency: 5.92ms, Throughput: 117.06 MB/s
[PORT 5000][2025-03-26 13:13:08][INFO] Volume: c87f181e-8a79-4ab0-8dce-a9f86ba6692e, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 844, Latency: 7.37ms, Throughput: 114.52 MB/s
[PORT 5000][2025-03-26 13:13:12][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 885, Latency: 1.73ms, Throughput: 511.56 MB/s
[PORT 5000][2025-03-26 13:13:17][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 949, Latency: 3.69ms, Throughput: 257.18 MB/s
[PORT 5000][2025-03-26 13:13:35][INFO] Volume: cbed47b3-7fca-4202-9469-59eafa935557, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 707, Latency: 2.08ms, Throughput: 339.9 MB/s
[PORT 5000][2025-03-26 13:13:40][INFO] Volume: c87f181e-8a79-4ab0-8dce-a9f86ba6692e, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 464, Latency: 4.35ms, Throughput: 106.67 MB/s
[PORT 5000][2025-03-26 13:13:48][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 245, Latency: 1.98ms, Throughput: 123.74 MB/s
[PORT 5000][2025-03-26 13:13:48][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 124, Latency: 4.66ms, Throughput: 26.61 MB/s
[PORT 5000][2025-03-26 13:14:05][INFO] Volume: cbed47b3-7fca-4202-9469-59eafa935557, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 645, Latency: 6.25ms, Throughput: 103.2 MB/s
[PORT 5000][2025-03-26 13:14:10][INFO] Volume: c87f181e-8a79-4ab0-8dce-a9f86ba6692e, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 692, Latency: 8.32ms, Throughput: 83.17 MB/s
[PORT 5000][2025-03-26 13:14:18][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 433, Latency: 3.42ms, Throughput: 126.61 MB/s
[PORT 5000][2025-03-26 13:14:18][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 462, Latency: 4.42ms, Throughput: 104.52 MB/s
[PORT 5000][2025-03-26 13:14:35][INFO] Volume: cbed47b3-7fca-4202-9469-59eafa935557, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 614, Latency: 4.57ms, Throughput: 134.35 MB/s
[PORT 5000][2025-03-26 13:14:40][INFO] Volume: c87f181e-8a79-4ab0-8dce-a9f86ba6692e, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 760, Latency: 3.22ms, Throughput: 236.02 MB/s
[PORT 5000][2025-03-26 13:14:48][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 875, Latency: 6.59ms, Throughput: 132.78 MB/s
[PORT 5000][2025-03-26 13:14:49][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 787, Latency: 9.79ms, Throughput: 80.39 MB/s
[PORT 5000][2025-03-26 13:15:05][INFO] Volume: cbed47b3-7fca-4202-9469-59eafa935557, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 809, Latency: 4.87ms, Throughput: 166.12 MB/s
[PORT 5000][2025-03-26 13:15:10][INFO] Volume: c87f181e-8a79-4ab0-8dce-a9f86ba6692e, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 767, Latency: 2.22ms, Throughput: 345.5 MB/s
[PORT 5000][2025-03-26 13:15:18][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 124, Latency: 8.94ms, Throughput: 13.87 MB/s
[PORT 5000][2025-03-26 13:15:19][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 822, Latency: 4.2ms, Throughput: 195.71 MB/s
[PORT 5000][2025-03-26 13:15:37][INFO] Volume: cbed47b3-7fca-4202-9469-59eafa935557, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 589, Latency: 2.12ms, Throughput: 277.83 MB/s
[PORT 5000][2025-03-26 13:15:43][INFO] Volume: c87f181e-8a79-4ab0-8dce-a9f86ba6692e, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 212, Latency: 7.61ms, Throughput: 27.86 MB/s
[PORT 5000][2025-03-26 13:15:50][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 758, Latency: 6.28ms, Throughput: 120.7 MB/s
[PORT 5000][2025-03-26 13:15:54][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 773, Latency: 1.03ms, Throughput: 750.49 MB/s
[PORT 5000][2025-03-26 13:16:07][INFO] Volume: cbed47b3-7fca-4202-9469-59eafa935557, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 976, Latency: 4.43ms, Throughput: 220.32 MB/s
[PORT 5000][2025-03-26 13:16:13][INFO] Volume: c87f181e-8a79-4ab0-8dce-a9f86ba6692e, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 765, Latency: 5.2ms, Throughput: 147.12 MB/s
[PORT 5000][2025-03-26 13:16:20][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 339, Latency: 6.65ms, Throughput: 50.98 MB/s
[PORT 5000][2025-03-26 13:16:24][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 938, Latency: 3.84ms, Throughput: 244.27 MB/s
[PORT 5000][2025-03-26 13:16:37][INFO] Volume: cbed47b3-7fca-4202-9469-59eafa935557, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 605, Latency: 3.08ms, Throughput: 196.43 MB/s
[PORT 5000][2025-03-26 13:16:43][INFO] Volume: c87f181e-8a79-4ab0-8dce-a9f86ba6692e, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 416, Latency: 3.75ms, Throughput: 110.93 MB/s
[PORT 5000][2025-03-26 13:16:50][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 426, Latency: 3.77ms, Throughput: 113.0 MB/s
[PORT 5000][2025-03-26 13:16:54][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 323, Latency: 8.93ms, Throughput: 36.17 MB/s
[PORT 5000][2025-03-26 13:17:07][INFO] Volume: cbed47b3-7fca-4202-9469-59eafa935557, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 580, Latency: 2.25ms, Throughput: 257.78 MB/s
[PORT 5000][2025-03-26 13:17:13][INFO] Volume: c87f181e-8a79-4ab0-8dce-a9f86ba6692e, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 822, Latency: 9.47ms, Throughput: 86.8 MB/s
[PORT 5000][2025-03-26 13:17:20][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 581, Latency: 9.78ms, Throughput: 59.41 MB/s
[PORT 5000][2025-03-26 13:17:24][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 601, Latency: 7.75ms, Throughput: 77.55 MB/s
[PORT 5000][2025-03-26 13:17:38][INFO] Volume: cbed47b3-7fca-4202-9469-59eafa935557, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 120, Latency: 7.12ms, Throughput: 16.85 MB/s
